,user_id,actual,recommendations
888,1274,"[  831587   883912   989409  1022795  1033372  1082185  1092750  8090537
   879504   923149   937405   951590  1004867  5569792  6534030  8090536
  1021139  1070820  1105450  1118244 10285373   862799   914753   963835
  6533681  1091342  1132789   840890   865528  1061203  8090521 10149640]","[963835, 865528, 8090521, 5567874, 1002771]"
889,1277,"[ 1106523  1130858   916122 12132312   858373   896292  1006483  5572738
  1090884  8090521  8090542]","[1106523, 8090521, 916122, 1137346, 1006483]"
890,1278,[ 939527 1103902 1132445],"[1106523, 916122, 1029743, 5569230, 985999]"
891,1279,"[  863447   969866  1004906  7155863   865528   866043   950206   951590
  1047619  1104649  1106523  9575582  9673980  9676866 12524439]","[846823, 965766, 969866, 896862, 1106523]"
892,1280,[ 925579 7442180 9527183],"[1106523, 1029743, 878996, 5569230, 986912]"
893,1281,"[ 872137  882013  883400  928932 1026984 1028891 1129609  837304  948384
 1107173]","[1081177, 1106523, 6034857, 1004906, 854405]"
894,1282,"[12731544   820752   948953   885863   947798   990797  1131321  5568378
  5569327   910673  1025581 12949590   999779  1099905  5585510]","[1025611, 1044078, 1127758, 5585510, 910673]"
895,1283,[ 945611  965766 1081177],"[1106523, 834117, 844179, 1029743, 6463729]"
896,1284,"[  838186   937928   951590   995896 15926886   899624   832526   844462
   864893   893018   905636   972931   992826   999779  1047249  1092176
 16729296  1034176]","[899624, 15926886, 1051323, 999779, 1044078]"
897,1285,"[  916122  1106523  1128240 13008321   925364   947201   954778  1035676
  1039464  1101173 12349795   921504   970605   985999  5569230 15926886
   955259]","[916122, 1004906, 5569230, 985999, 1106523]"
898,1287,"[ 890610  943169  948650 1082185  899459  952563 5568378  837270  841584
 1091410 1130375]","[1081177, 1130375, 880150, 872137, 854852]"
899,1288,[ 862671  897954  998741 1058754 1075214],"[916122, 1029743, 897954, 1062002, 1081177]"
900,1289,[ 862035  907418 1105426 1042438],"[1029743, 5569230, 1055155, 957951, 838186]"
901,1290,[  872342   934427  1081177  1101173  6552254 15452873],"[1106523, 1135258, 899624, 896613, 1044078]"
902,1291,"[ 871611  882013  991592  998270 1121360 1126808  904435  927277 1012801
 1133312]","[1106523, 823704, 999858, 6464208, 1132771]"
903,1293,[12384775  1004906  1025650  1044078 15926886  7410304  1124695],"[1044078, 944534, 844179, 1106523, 12301100]"
904,1294,"[  938138   946995   995965  1126899   829291   842707   865456   878996
   879734   901062   938972   941754   982790  1027168  1030282  1081177
  1082185  1110692  5568721  7024847  8276172  8358065  9677236  9884698
 13381584 13876901   845208   859010   871680   910184   963336  1018818
  1138474  5568197]","[976199, 1029743, 866211, 1126899, 916122]"
905,1296,"[  951590   982790  1030182  1119942  6423911 13115579   935578  1016800
  7467039  1036852  1063578]","[1029743, 8090537, 982790, 878996, 12810393]"
906,1297,"[  854852  1026118  1053628   870515  1082185   970747  1007269 10457518
 15926886   931324   970202  1081177  1135476  7409969   956067  1037863
  1117514]","[854852, 1026118, 878996, 1029743, 1127831]"
907,1298,"[  944139  1018740  1021116  9416729   859010   865511   898068   915459
  1100872  5568789  7025326  7409874 12132312 15717057 10149640]","[1029743, 1004906, 931255, 1106523, 12695224]"
908,1299,"[ 1103147   820321   834117   839419   842140   843929   848029   897125
   938622   990797  1132231  5569230  5569327  8090521 12810391 15926844
 15926886]","[1029743, 8090521, 1106523, 899624, 834117]"
909,1300,"[  829323   857503   930603   944137   978129  1001412  1008714  1082185
  1118235  7409941  7409969  7410168 12946027  1029272   853448   883003
   885023   866211   892862   904435   959638  1014458  1023720  1026118
  1055504  1071342  1104343  1117514  1135476  1137688  6034857  9245108]","[1106523, 1029743, 854405, 865456, 1022254]"
910,1303,"[  832768   842522   843339   896862   906844   906883   951412   957013
   959272   976199   989069   989181   997309  1029743  1123254  1133254
  1138854  9527187 13945181 14106445]","[1029743, 1105488, 854405, 834117, 878996]"
911,1304,[931324],"[1106523, 1029743, 871611, 896613, 1118623]"
912,1305,"[ 859010  906838 1051323  896958  921763 1069538 1106523  820347  869322
  982790  995876 1103808  849870 5568995 5569230 5570048]","[5568378, 8090509, 8090537, 8090521, 1106523]"
913,1306,"[  956486  1009770  1068719  1096635 12731466  7166861   835296   851146
   870515   872066   897954   930009   930603   939527  1037863  1082185
  1113675  1131321  1137688  5564303  5574409  6034648  6034857  6533333
  6602697  8293385  9836460  9837092 10457518 12810393 15926775   983016
   907418   915874  1103902  1108131  1127758  1075214   854852  1058754
   844179   859075   892531  1024731  1123022]","[844179, 1029743, 12301839, 1044078, 1106523]"
914,1307,[ 901062 1082185 1006483 5569230  863493 1137688  922127 9187298],"[986912, 854852, 1081177, 5578547, 878996]"
915,1310,[5585510 6034857  985999 1135476],"[1081177, 5569230, 916122, 1029743, 8293447]"
916,1312,"[  854852   941307  1047619  1103618  6039687  9420048  9803810 15830972
 16100266]","[1029743, 916122, 983584, 854852, 866211]"
917,1313,[ 920091  949151 1013407 1029743 1137346 6979803],"[1106523, 12810393, 1044078, 910032, 874972]"
918,1314,"[1102416 1053282  849066 9673969 6534077  862671  911974  976199 1005849
 1029743 6463710 7442056 9859060 1048507 9803207]","[1029743, 1102416, 1050851, 916122, 976199]"
919,1316,[9704731],"[1029743, 982790, 1044078, 5568378, 893018]"
920,1317,[1138292  827667  916143],"[5569845, 1029743, 5569230, 5568489, 5568378]"
921,1318,"[  904241  1007269  1027168  1094223  1110624 12524086 12525302   925862
   999391  1046816 16729415   836703   844282   852235   951169   998912
  1007752  1051211  6464170]","[872137, 854852, 925862, 878996, 951412]"
922,1319,[8090440  979707 1056620 1082185 1128812 6464086],"[1029743, 5569230, 916122, 896613, 5569471]"
923,1321,"[13380863   895166  1106523   989069  1075470  5574409  1016260  1100533
  1135476   947858  1113780  1124695   869024  1040346  1082185  1076056
   850102   883068   939636]","[1106523, 1016800, 899624, 1127831, 1044078]"
924,1325,"[  909714   945662   995311  1138423 16100266   841309   890423 13007355
 13008412]","[951412, 1081177, 1098844, 916122, 930118]"
925,1326,"[  910032   925178  1029743  1110244   893018   983584  1027168   899624
   937413  1056509   831509   842140   844991   878996   940766   963971
   965766 12302069   991592  1081177   873964   940090  5568378]","[8090521, 1029743, 844179, 5568378, 1044078]"
926,1328,"[  982790  1011089  1037863  7432861   875089   951590 12427353   854852
   985893  1026118   824180   859075   933067   933835   935317   944534
   949965   969866   999270   999779  1029743  1068719  1132771   826666
   836445   861021   871756   979707  1000753  1006664  1014948  1075765
  1104649  1134882  9884675 12731714 12757316 15926927   832678   837270
   864805   905636   963971  1004906  1027068  1048727  1106523  5568378
  6602440  8090521  5568197]","[1127758, 1131344, 1029743, 986912, 910673]"
927,1330,"[  819978   837270   913278   921504   991592  1042616  1131321  5592261
 15926844   856252   962229  5568800 15926775]","[1106523, 5569230, 910032, 5569845, 844179]"
928,1331,[1031316],"[1029743, 1037840, 1031316, 1075368, 1070272]"
929,1332,[1131384  994894],"[951412, 991223, 1112205, 6034857, 1062128]"
930,1333,"[  827332   843891   888586   912704   948670   990797  1009977  1053988
  1082185  1087605  1118479  1126899  1128016  1132231 13008065 13841744
   882604   893018  5568729   843418   878996   879699   908064   943169
   951213   990688  1051211  7168759 13417761]","[1127831, 1126899, 1128016, 1115175, 957951]"
931,1334,[ 1038663  5585510 15926775   866211   896974  1076056],"[8090537, 1106523, 969945, 907631, 5569327]"
932,1335,[ 831728  947326 1009187 1042571 5568758],"[866871, 878996, 930118, 835973, 5569471]"
933,1336,"[  935993   987122  5585701  8091550  8291322 12384775 12386122   831063
   858373   859154   882247   886996   907631   934639   948650   983897
   995896  1033142  1086740  1101173  5565802  6391557  6463826  7155863
  9523058  9881592 12810393   872762   916122   919534  1018740   844179
   901367  1100872   856252   859010  1104414  1123842  5569230]","[1044078, 999858, 844179, 1138443, 1018740]"
934,1337,"[  951561  1029743  1104195   982790  1073902  1082185  6443332  6513604
  9527159 12385624 12757316   923670  7410361  1092588   821209  1024065]","[1029743, 5569230, 923670, 914318, 1043751]"
935,1338,"[  841220  1098284  1050851  1106523  1037337   934427   935993  1031831
  5981074 12810418   874972  1053282  8357613  1122568   896611]","[1106523, 1044078, 899624, 874972, 1070702]"
936,1340,[ 819255  834117  896085  948650  960744 1097418],"[5569230, 1106523, 1029743, 916122, 878996]"
937,1342,[852080 949294],"[986912, 1106523, 1029743, 1024306, 878996]"
938,1343,"[  822524   825994   829685   896613   961447  1025581  1139216   956902
  1119784 15717057]","[1029743, 5569230, 5569845, 1106523, 832678]"
939,1344,[  898847  1008288  1082185  1138858 12132277 12185235 12263119 16729415],"[1029743, 878996, 1098435, 1135222, 834117]"
940,1346,[ 890610 1108894],"[866211, 1081177, 1106523, 1127831, 1105488]"
941,1347,"[ 1029743  7152455   994685  1031864  1108168  5568721   849202   949965
 10284865   917384]","[1029743, 849202, 844179, 982469, 1106523]"
942,1350,[12731432   940023  7025517],"[1106523, 899624, 1051323, 1127758, 965766]"
943,1352,[  970869  1117899 12301109   871722   986912],"[1127831, 871722, 1116050, 916122, 915493]"
944,1353,"[  842522   987122  1044078  5568729  7151824  9297106  9859133 12130522
 12262830 12731583   940947  1050851  1092588  6979545  8090521   823704
   844179  7410320  8090537 15972074   976199 15926844]","[1137346, 854405, 1004906, 5569230, 8090537]"
945,1354,[  834491  1082185 12301109   993638   998444  9527159 10285373],"[866211, 927030, 1022097, 5569230, 878996]"
946,1355,"[ 5571176  9835619   909256   894780   926905  1009368  1068719  6553398
  8118675  9487414  9527603  9707461 12262778 12263692 13071901]","[1106523, 1029743, 1022254, 878996, 986912]"
947,1356,"[  824305   831628   832001   854852   946839   956902   961447   979707
  1004385  1009368  1070702  1090507  1102829  1110743  1131169  1137688
  8091601  8119101 12781558  1044724]","[946839, 1070820, 5569230, 854852, 944137]"
948,1358,"[1027168 1029743 1139569  837751 1109948 8090509 8090521 8090537  883003
  835530 1092937]","[5569230, 1029743, 1106523, 5569845, 8090521]"
949,1359,"[ 835618  893018  906625  916578  979707  983897  995816 1001412 1044078
  897125  942525  995916 5592261]","[916122, 1075368, 893018, 1129049, 1037840]"
950,1360,[ 920112 1010259 1082185 1101010],"[1106523, 1029743, 930118, 878996, 1087411]"
951,1361,[ 1022428 15452705],"[878996, 930118, 1081177, 854852, 916122]"
952,1362,[7169088 1024306],"[1127831, 878996, 866211, 7168026, 1112238]"
953,1363,"[  823990   832661   835098   835558   844179   862010   866211   869047
   904105   916122   920626   932863   933835   938300   939546   951412
   954495   979707  1013531  1016260  1025581  1034956  1048237  1051283
  1082185  1082212  1131321  1135476  1137507  5569845  7168995  8019273
 12810393 13190240  1029252   945662  1097280  1138443  1028422  1042438
  7168026 13653499]","[1029743, 933835, 1106523, 866211, 5569230]"
954,1364,"[  842707   880150   951590   953180  1082185  9526673   963683   828283
   878996  1051989  1091158  1119860  1135834 12731544  5569845  1026118
  1029743  1044078  6602440]","[854852, 999250, 844179, 1029743, 1070820]"
955,1366,"[  883616   922561   981103  1047619  1051516  1099089  1126899  6463729
 13039088  5566800  6533333  8276172   923673   964120  1007462  1043301
  1081177  1091158  1103147  8293447   829852   902037   951412  1038564
  1044724  1101010  1123959  1137688  6391557  6463710 12302069]","[1081177, 839419, 854405, 844179, 1044078]"
956,1367,"[  891752  1035321  1047076  1070820  1097280   819978   823099   857503
   867547   891171   970866   995896  1018740  1043301  1068078  1082185
  1090247  1093413  1107159  1130720  1138854 16770156   834117   991268
  1074333  1079228  1082814  1131321  1136657  5568378  8090513  8090521
  8090532  8090536  8090550  8090556   940947   912004   920091  1031831
 15717057   972665   979707  1137775   879280   894401   925863  1020623
  1035691  5567702  5570383 15926844   837304   959316  1101010]","[823704, 940947, 933835, 834117, 1018740]"
957,1368,"[  845208   857503   866211   913210   916122   938138   944137   951164
   997423  1013167  1023720  1037332  1069312  1070820  1080989  1126786
  1135476  6633224  9297151   838867   844179   968072  1082185  1097418
  1134678 14106445]","[916122, 12301405, 1029743, 944137, 5569471]"
958,1369,"[ 5563693   823862   935578   985889  1082185  1117514  1135476  6703894
 12731432  1126899  1112592  1033372  9831557]","[854852, 880427, 1127831, 1126899, 5578547]"
959,1370,"[  844179   919534   976199   979707  1000753  1001333  1099089  1121360
  1127838  5563693  5592931  8090539  8090550   871061   934172   971474
   985055  1024731  1043726  1137573  8090521  8119004  9676866   842522
   874972   899624   927238  1033142  1106523  8090542 12810393]","[965267, 899624, 844179, 1106523, 874972]"
960,1374,[ 872066  951590 1004906 6979393],"[1106523, 944534, 1004906, 896613, 880150]"
961,1375,"[1011926  849003  893867  899624  947326  970869 1070820 1081177 1082185
 1125123 1125530 1130517]","[878996, 951412, 6034857, 916122, 1104343]"
962,1376,"[ 7168055   830686   843206   871061   887503   943349   944534   949965
   963683   990797  1004906  1008547  1044078  1051211 10143885 16100266
   940023  5568729  6534077  8090537  8293898 12301073   835530   847066
   848029   871611   876669   880150   888275   899624   919681   940766
   959272   979707  1011459  1022254  1079023  1081919  1131133  1139493
  5567622  9707340  9836106  9884484 10149640 13213552]","[999858, 1004906, 844179, 1029743, 847066]"
963,1378,"[  833724   911454   909268   916122   917407  1034028  1080472  1082185
  1097001  5585510  6552318  9297474   857503  7025326  9653535   834932
   894499   933809   981165   985999   995965  1037417  1135476  6039592
 13007986]","[6034857, 12946027, 1127831, 965267, 917407]"
964,1379,"[  845208   899624   903350   962229   993379  9419563   853037  1029743
   826239   932242   951190  1082185  7410361   859075   825343   871188
   898068   916122   939546   944137   955587   962185   971807  1094174
  5569309  6034857  7410344  7442008   840227   965772  1104195  9677236
   961730  1077373   844282   867215   872679   910032   950200   969941
   976199  1122568  1132445   916990   929018  1026984 12132312   843464
   966348  1051211  1056973  1107159  5568249  5569230  5569374  5569471
 13876901   843346  1025924 15926775]","[910032, 1106523, 9707240, 1029743, 9677236]"
965,1380,[ 906449  920740 1000148 1115553],"[878996, 1029743, 1128812, 1081177, 1106523]"
966,1381,[15717057],"[1106523, 1029743, 5569230, 878996, 986912]"
967,1382,[899624],"[940947, 865456, 5569230, 844179, 8090541]"
968,1383,"[  984669  5590965   829323   872177   913210   927382   979707  1024871
  1051781  1064002  1111786  1124352  5568249  5585510  6633273  9881666
 10285006 12428017 12782182]","[6034857, 5568729, 866211, 909714, 8293447]"
969,1384,[ 866211  897125  916122 1004906 7169089],"[1004906, 880150, 844179, 1106523, 916122]"
970,1385,"[ 899019 1101173 1112754 1127758  870547  890909 1029743 1037863 1084781
 1122358 9835606]","[1029743, 871756, 1038663, 972143, 1106523]"
971,1387,[ 854133  869047 1017369 1018316 1060543 1068504 1096261],"[878996, 944534, 965267, 1105488, 854133]"
972,1388,"[  862682   868683   885686   932863   963835   964221   998119  1002771
  1068719  1128016  5570383  5591170  8069230 10149303 15926844]","[1027168, 825994, 865511, 1042544, 5570383]"
973,1389,"[  866211   878996   899201   936355  1025641  1069609  1082185  1098844
  1123254  5570882  6978994  7167864  7168895 10150194 10344714]","[986912, 5568447, 1029743, 10150194, 878996]"
974,1390,"[ 959316 1101010 8118506 1135476 1118264 1029743 1062863 1071342 5569230
  909497 8090440]","[5569230, 1029743, 12648296, 999858, 916122]"
975,1391,"[  891118   941856  1110624  5585510  7409944 13007518   916993   995478
  1062863  6463877  6961492  8090532  9676852   827578   848029   873627
   938138  1004906  6034857  8090440   965772  1037751  1102845  1139023
 13007065]","[8090532, 1135258, 12810391, 8065410, 991223]"
976,1393,"[  819927   950638   901062  1010259  1054080  1126899  9829205   897165
   952698   956672 12757544  1051516  1101437  1106894  1122928  1127179
  6919082 12810422   861256   976199  1023720   835098   847738  1082185
  5995603  7168995 12524016 12731436 12810393   892862  1047619   904997]","[1023720, 956672, 866211, 1127179, 1105488]"
977,1394,"[ 940947  951590  979707 1010766 1101437  942151  976199  981103  991874
 1032114 1098815 1074223  974336 1101706  854852  878996  915493  948650
  962229  974743 1034511 1082185 9677236]","[6034857, 1127831, 961021, 6979545, 940947]"
978,1395,"[ 855488  870428  893867  903763 1008739 1104898 1125530  922636 1012587
 1068292]","[1029743, 878996, 854852, 930118, 1106523]"
979,1397,"[ 1044078  1082185  1106523  7410071 12427353   995876   856060  1038462
  1075470   887325   948650  1037863  1085983  6039687  1100972  1139525
 12301100   836645   897954  1064574  1068719   880150   910673   970760
  1021715  1062283  1081177  6423911   944534   992649   918046   992529
  1092937]","[1106523, 12301100, 925862, 944534, 832678]"
980,1398,[  921836  1068719 12810393 13007518   950030  1037840],"[1029743, 5569471, 1106523, 5569230, 6534035]"
981,1399,[5568072],"[6034857, 1127831, 7024990, 1106523, 1127179]"
982,1401,[ 5592931 10149640],"[1044078, 1135258, 1029743, 844179, 1106523]"
983,1402,[1106523],"[1004906, 1000753, 976199, 896862, 930666]"
984,1403,[ 870547  951590 1116741 1135476 5569230],"[5569230, 1075368, 1013928, 916122, 874972]"
985,1405,"[  866488   988822  1069506  1075214  1131634  6773188  8090537 13672062
   899019   995478  1082185   844179   854852   862070   976652  1013703
  1056973  1082212  1107420  1131321  1137775  1138682  5568197  6548453
  7410019  9242395 14077333]","[1029743, 854405, 5569471, 5569230, 854852]"
986,1406,"[12731544   855202   954673  1053282 12298966  8177622   970202  1132911
   854042  1136719]","[5569230, 1029743, 1106523, 8090521, 971922]"
987,1409,"[  844179   858373   982790  1022254  1101706  1110057  1115098 12731544
 12731714 13906641   851528  1082185  5591939   942565   949142  1021324
  8090513]","[5569230, 844179, 12301109, 1021324, 1042438]"
988,1410,[  871756 15926844],"[874972, 916122, 1029743, 999858, 844179]"
989,1412,"[  885290   979707  1029743  1032512  1058754  1060673  1082185  8090539
  9835509 15717057   832678   844179   871756   999858  1048299  1080989
  1131488  9296957  9487606]","[1029743, 8090539, 999714, 874972, 9487606]"
990,1413,[ 870547 9187298],"[1106523, 1029743, 5569230, 878996, 1044078]"
991,1414,[  859010   898466  1043301  1118235  8091550 12781777],"[1126899, 1106523, 1029743, 880895, 878996]"
992,1417,[  834117   865456   923673   960744  1095374  1122568 10198378],"[899624, 999858, 916122, 1106523, 8065410]"
993,1418,"[  866211   947201   948650   951412   990797  1077745  1080153  1082185
  1101173  1112205 15717057   956672  1054262  8119000]","[878996, 948670, 1070820, 1029743, 5569230]"
994,1419,"[ 1021116  1081262  1124695  1134810  8019216   820291  1019637  1014732
  5568378   993638  1020823   848029   882190   931239  1012587  1051989
  1078100 13003100   856252   861279   939636   947858   962229  1070702
  1115175  1127838  6463742  6534035  8090521  9835223]","[1106523, 1044078, 1042544, 844179, 8090537]"
995,1421,"[ 5569230  8090521   849505   899624   942045   979707  1082185  7025046
   962229   992986  1000237  1105301  6534480  8090537  9245106 12754036
   896862   933067  1029743  1043751  1046957  1072523 12810422  1035676
   844179   845307   880150   934399   944534  1055504  1101173  6534035]","[1044078, 5569230, 8090521, 1070702, 1043751]"
996,1423,[5981267],"[5981267, 1029743, 866871, 1056509, 878996]"
997,1425,"[  927360  1044078  1101010  8090537 15717057   844179   859075   951590
   982790  1075470]","[1043751, 8090521, 8090537, 1029743, 5569230]"
998,1426,[ 993379 9676866  921504  956599  971922 1092502],"[1029743, 971922, 916122, 8090537, 844179]"
999,1427,"[ 857130  859075  964968  986912 1007549 1014948 1016782 1024731 1095587
 1104856 1129610  850601 1012587 1074754 1130458 5565802  940766  962185
  844179  934156  936914 1074333 1081177 1115098 1122358  933067 1051323]","[1029743, 1122358, 1044078, 1112238, 1106523]"
1000,1428,"[  870515   847738   907099   988736   999104  1086727  1107373  7410347
 10121739   868548   943892  1029479  1053282  1132911  5568378  5569327
  8090537 12301338 15926886   960744  1027478  1135006]","[1029743, 839419, 1106523, 844179, 8090532]"
1001,1429,[ 963354  990656 7168383  945611],"[948670, 878996, 852080, 1024319, 1102845]"
1002,1430,"[  847207   879966   883202   885290   906844   959316   992765  1050482
  1076056  1082185  1093413  1116138  1126899  1131321  6553237  9296856
  9834742  9858847 12262992 12352054 12352201 13007065   863632   924352
   940947  1089568 13417761   819978   823721   845894   856345   882013
   885863   921504   922460   942045   947798   982973   995896  1068719
  1132771  5569230 13115501  1016709  6034857  6704088   823704   846764
   904521   957839  1004906  1039923  1104343  8090993]","[933835, 908318, 883003, 921504, 1018740]"
1003,1431,[  902037  1082185   948953  1069181  5569230 12301109  1135476],"[5569230, 916122, 999858, 1106523, 1021324]"
1004,1434,"[ 819978  854405  854852  887102  908318  921504  951071  957736  995965
 1082185 1127831 6602447 9419563 9677109  860248  884039  994994  999563
  906838 1001412 1007210 1133101]","[1081177, 866211, 1075368, 1040807, 839419]"
1005,1437,"[  959172   844991   856252   954545   977654   990656  1012587  1017201
  1027168  1029684  1033046  1040189  1068561  1070898  1081177  1082185
  1100140  1132198  5569230  6463445  6463724  6464147  7138817 12263692
 12385282 12810464]","[844179, 1044078, 1029743, 874972, 899624]"
1006,1440,"[  827667   861279   940766   961979   977508  1000753  1016276  1089025
  1101173  1106523  1122568  1128240  5567169  5568378  5569327  5570408
  8019954  8090521  8090537  9527327 10204556]","[1106523, 844179, 1043751, 1044078, 916122]"
1007,1443,[906844 942077 943940 842140],"[906844, 5569471, 1111080, 945662, 930118]"
1008,1445,"[  854852   909714   823530   921504  1132771  1138443   859075   913026
  1001277  1004390  1089568  1135044  6534480  8090509  8090537  9836106
   839766  1068719   902172  1085095   944137   976335  1025650  1091520
  5567502  5568729  5585510  6034857 15926775   892314   892531   921438
  1005456  1007929  1135476  8249513  8249559  9268695 12301109]","[8090509, 6034857, 1127831, 1004906, 874972]"
1009,1447,[  940090  1016800  1029743  1068719  5569327  7409845 12301100],"[1029743, 1106523, 878996, 5569230, 8090537]"
1010,1450,[ 858373 7409874  920426],"[1029743, 1106523, 857006, 878996, 957951]"
1011,1451,"[ 1051211  1082185   893018   995816  1029743 16100266   871680   889509
   895295   954966   982955  1054262  1067749  1135476  6633224  6633273
  9333734  9837076 10356076   942654  5568789  1044078]","[1127831, 916122, 1029743, 1070820, 5569230]"
1012,1452,[1013928],"[1106523, 986912, 1013928, 1070272, 1029743]"
1013,1453,"[  859129   883616  9673266   858373   867138   887102   897954   907993
   974743   994685   996114  1014948  1022254  1037089  1051468  1077373
  1082185  1135476  1137688  6602729  8293425  9673980  9832469 12385624
 12757544 13003101 13213567   862010  8090956 12171656  1100273   825343
   825994   858419   862860   867547   878996   909129   942525   944137
   979707   995816  1013703  1067425  1092588  1128016  6463504  7155863
  8293343  9677620 12810393   922651   847241   973916  7406474  9837065
   832001   918994   948086   985999   995478  1134398  1138854  5569845
 13071901   859010  1034028  1069047  1088234  1131382  8293439 12525302]","[908318, 916122, 1127831, 951412, 857503]"
1014,1454,"[  866211  1045228  1082185  1029743  1137775 10306691   878996   901666
   979707  9268695  9837092   909714   996114   852856  1037863]","[878996, 6034857, 1105488, 5569374, 1127831]"
1015,1457,[ 880377  946839 1044078],"[1106523, 1044078, 836445, 910673, 965766]"
1016,1458,"[ 1131506 12988031 13213552   865456   976199  1006664  1026118  1079067
  5568378]","[874972, 1070702, 933067, 899624, 948650]"
1017,1459,[ 825731  936355 9419487 1043920 1088856],"[874972, 948832, 844179, 908318, 857130]"
1018,1461,"[  973181   999779  1070702 15926886 13003094   825659   924198   940731
   948953   965766   972665  1029743  1051989  1105917  1131344  5569230
  5570383  9527603 13876344]","[1000753, 1029743, 1070702, 874972, 5569230]"
1019,1462,"[ 890695  897954  908064  930918  951412  997423 1011926 1062002 1082185
 1094223 1098844 1110031 1137688 6034857 6533394 6919082 9296855  844179
 1060543 6464027 7463287 9446216]","[951412, 1127831, 6034857, 7139529, 890695]"
1020,1463,"[  986912  8090560 10344585   857276   878996   995965  1037332  5569230
  6034857]","[8090537, 850102, 1044078, 986912, 835300]"
1021,1464,"[ 844179  933067  978077 1012922 1079067 1110857  916122  938138  951590
  999270 1075470 1093113 1099510]","[874972, 854852, 916122, 1043751, 1123842]"
1022,1467,[ 986912  979707 5569327  951412 1079338 1093490 1138467 6391532 1037417],"[986912, 5569327, 1029743, 5569230, 1106523]"
1023,1470,"[  902172  1053530  1063739  1082185 15972074  1116050  5590613   833724
   844179   850601   882604   911974   941883   992650  1019278  1034956
  1087605  5591103  9676997  9677874 13841744]","[1029743, 1063739, 1106523, 852856, 1070820]"
1024,1471,[1082185],"[913210, 834117, 1029743, 852856, 965267]"
1025,1473,"[  818981   829001 16770156   904815  1126899  5568729 12130522 12132648
   842470   845208   851903   865174   866211   867547   867702   901666
  1003031  1006063  1022969  1026118  1026258  1029313  1056933  1082185
  1128244  1135476  6463504  8091550  9419888 15926886]","[1126899, 866211, 10344585, 1127831, 1029743]"
1026,1474,"[1044078  832678  902396  951590 1015280 1027068 5569792  874972 1115358
 6034991]","[1106523, 844179, 5569230, 12301100, 5568378]"
1027,1475,"[  880530   936355  1082185  6463717   843464   868683   888186   888586
   896809   897946   916122   944836   969568   981288  1017887  1056509
  1058214  1062572  1070820  1115576  1137688  5591520 12301839 13189726
  1064574  5591814  5996368   835098   922096   929768   972931  1038684
  1048257  1050645  1061402  1074541  1087102  9836106   819840   834399
   849018   862671   930603   951197   962266   970747   983665  1038663
  1081177  1094223  1113438  1128016  1139260]","[857503, 1056509, 908318, 999858, 5569471]"
1028,1476,"[  907099   823099   951727  1081177  9831557 15972298   980823  1121720
  9677366 13213475  1082185   861990  1057749  1134006   825541  5568729]","[872137, 907099, 9553288, 1106523, 13877192]"
1029,1479,"[ 1126899   983659  1106523   896027   944836  1082185  6633031   949294
   977374 13115914   962229  1029743  8090537   932462  8273833 13115813
  8090545   994685  1076056  9859060  1089025  7441102   969941   970202
  1043301  7154535]","[1029743, 907631, 1108940, 1106523, 866211]"
1030,1481,"[1044078 1091342 8090537 1110031 8091654  908064  951590 1067749 1068719
 6633273]","[1068719, 866211, 910032, 8090537, 1127831]"
1031,1483,"[  821890   834962   946995  1000753  1029685  1044078  1070820  1082185
  1137346  1139142  5569230  9672070  9881592   856335   867020   868909
   874972   881249   916122   934639   944836   996955  1058214  1083446
  1106601  1116096  1139525  5570408  5591939 12262778]","[5569230, 1044078, 844179, 916122, 874972]"
1032,1484,"[ 869660 1036297  827919  960732  995628 1048068 1082185 1127179 1138854
 5578547  827332  878996  989275 1128016 9338009 1106523 1077429  909714
  934156  944836 1067606 1130581]","[1127831, 878996, 6034857, 925862, 1057102]"
1033,1485,"[ 843911  888543  909714  996009 1082185 1106523 1139569 8090533  840322
 1038663 1044078 6602440  976199  984957 1024032 1081177]","[1106523, 6034857, 1056509, 5569230, 1029743]"
1034,1487,[ 829950  940947  961979 1085357 1110695 5569230  871188  936846 5568860],"[5569230, 940947, 8090521, 1029743, 1106523]"
1035,1488,"[  857503   866211   979674   979792  1029743  1086740  5578856  9881593
   884945  1000050  1007929  1012941  1050851  1054262  1056973  1074754
  1082185  1091809  1103902  1109136  1110218  1117514  1126899  1130458
  5568378  5569327  5574409 10344586 16729299   845774   908504]","[1029743, 5568378, 5569230, 866211, 844179]"
1036,1489,"[  827999   910473   998444  1044078  1082185  1109948  1132911  5569327
 15926844 16770156   981601 12781763   831712   837751   856252   892768
 12781777   829950   965530  1101010  7167025   897125   940766 10344586
   849202  7442008   834962   849274   870826   885697   945662  1020404
  1031831  1054262  1110244  1121384  6513810  1074754  1139960   868548
   904574   951190  1131384  9527184 15926886   995151  1088910  9487606]","[916122, 1029743, 1087102, 5569230, 989069]"
1037,1490,"[  960253   944139   948650   965041   987234  1112766  1124695  9297574
 12731436 15926886   825365   838571   910184  1000753  7441192 12648296
 13007912   906864   927030   985999  1036930  6633273  7441102  9837076
 12262778]","[972143, 976199, 874972, 1023720, 5569845]"
1038,1491,"[ 1001475   928749   951590  1027168  1082185  1106523  1139493   827919
   842140   843450   883932   916122   922127   955687 12301109   839818
   942565  1029743  9245106   887428  1001266  1081177   847066   898554
   989824  1079976  1116096   980259   852856   981677 10198511]","[1029743, 854852, 916122, 999270, 901062]"
